x,y,z
-0.00979121525108425,-0.057800465857105826,0.013729521612855582
-0.00762121882499211,-0.05715372216964326,0.013777936349458002
-0.005846698980516661,-0.056216131983815226,0.014221846123881282
-0.0054477217120491375,-0.05501471190371611,0.014305136510061406
-0.004865920441403579,-0.05470149643136083,0.014481055619424884
-0.0038745475745266857,-0.05286594809953086,0.014760172629015652
-0.0028907894191032304,-0.05188730402267322,0.015325595460008092
-0.0044393955253725125,-0.05094042880889717,0.015887078953284294
-0.0047904337350543995,-0.04911931072667856,0.015847493554077063
-0.00260494491244915,-0.04611291732677093,0.016139467000242127
-0.0009998879219727695,-0.043161580007182496,0.016507201582578682
-0.0013794547422676874,-0.04020094151514334,0.016549181758221777
-0.002167360216365529,-0.03690751602071634,0.01667712159635838
-0.002192088856168789,-0.03430633263929137,0.017019779112908945
-0.0014060742167497171,-0.03248049902457965,0.017146624630070547
-0.0019942372496794896,-0.03143027710493602,0.01685668107926026
-0.0017979031564402293,-0.029997302927327725,0.017016879167895838
-0.0009730032982538853,-0.026868397731366893,0.01716830924793342
0.0011471999117924265,-0.022891402643262917,0.017625254733886247
0.0008745506415061756,-0.020748245120177287,0.017645240209673767
0.0005669163698950161,-0.018821047099018936,0.017666465211958707
0.0014892902391362983,-0.01727118725890075,0.017809033435985666
0.002803187790161309,-0.015517118699611289,0.018042663570818074
